Lead ID,Business Name,Category,Decision Maker,Email Address,Phone Number,Website Status,Current Website URL,Facebook Profile,Instagram Profile,Google Rating,Review Count,Street Address,City,State / Region,Postal Code,Country,Lead Score (0-100),Est. Annual Revenue,Est. Employee Count,Buying Intent Score,SWOT Top Strength,SWOT Critical Deficit,AI Recommended Pitch Hook,AI Pitch Preview,Outreach Status
LEAD-0503,Elevation CrossFit & Athletics,Gym,Patrick Johnson,hello@elevationcrossfilimerick.ie,+353 61 475 4432,BROKEN,http://www.elevationcrossfilimerick.ie,https://facebook.com/elevationcrossfi,https://instagram.com/elevationcrossfi,4.7★,25,44 Merchant's Quay,Limerick,Munster,V94 0001,IE,86.95,$350k - $900k,2-5,50/100,Strong local reputation (4.7★ across 25 Google reviews).,,Quick question regarding Elevation CrossFit & Athletics vs other gyms in Limerick,"Hi,  I was researching gyms in Limerick and noticed that while Elevation CrossFit & Athletics has a great reputation, other gyms in Limerick is currently capturing a significant share of local Google ...",READY (Approved)
LEAD-0504,Harris's Lawyer,Lawyer,Benjamin Harris,hello@harrisslawyerwaterford.ie,+353 51 583 4053,SOCIAL,https://facebook.com/harrisslawyer,https://facebook.com/harrisslawyer,https://instagram.com/harrisslawyer,4.7★,23,116 Church Road,Waterford,Munster,X91 0006,IE,90.85,$600k - $2.5M,2-5,80/100,Strong local reputation (4.7★ across 23 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Harris's Lawyer vs other lawyers in Waterford,"Hi,  I was researching lawyers in Waterford and noticed that while Harris's Lawyer has a great reputation, other lawyers in Waterford is currently capturing a significant share of local Google Search ...",READY (Approved)
LEAD-0505,Atlas Chartered Accountants,Accountant,Daniel Jackson,enquiries@atlascharteredacbelfast.co.uk,+44 28 311 3721,MISSING,None (Missing),https://facebook.com/atlascharteredac,https://instagram.com/atlascharteredac,4.2★,15,61 Merchant's Quay,Belfast,Ulster,BT16 788AB,GB,75.75,$400k - $1.2M,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Atlas Chartered Accountants vs other accountants in Belfast,"Hi,  I was researching accountants in Belfast and noticed that while Atlas Chartered Accountants has a great reputation, other accountants in Belfast is currently capturing a significant share of loca...",READY (Approved)
LEAD-0506,AutoCraft Auto Service & Repair,Car Repair,Sean Quinn,hello@autocraftautoserlondon.co.uk,+44 20 734 1118,MISSING,None (Missing),https://facebook.com/autocraftautoser,None,4.9★,46,87 Castle Street,London,Greater London,EC11A 479AA,GB,80.05,$350k - $850k,5-12,90/100,Strong local reputation (4.9★ across 46 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding AutoCraft Auto Service & Repair vs other car repairs in London,"Hi,  I was researching car repairs in London and noticed that while AutoCraft Auto Service & Repair has a great reputation, other car repairs in London is currently capturing a significant share of lo...",READY (Approved)
LEAD-0507,Wildflower Wedding & Portrait Studio,Photographer,Elena Rodriguez,contact@wildflowerweddinmanchester.co.uk,+44 161 538 2641,MISSING,None (Missing),None,https://instagram.com/wildflowerweddin,4.5★,34,7 George's Street,Manchester,Greater Manchester,M17 386CD,GB,80.45,$150k - $400k,5-12,90/100,Strong local reputation (4.5★ across 34 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Wildflower Wedding & Portrait Studio vs other photographers in Manchester,"Hi,  I was researching photographers in Manchester and noticed that while Wildflower Wedding & Portrait Studio has a great reputation, other photographers in Manchester is currently capturing a signif...",READY (Approved)
LEAD-0508,Skyline Pavilion Banqueting Hall,Event Venue,Matthew McCarthy,info@skylinepavilionbedinburgh.co.uk,+44 131 853 6278,MISSING,None (Missing),https://facebook.com/skylinepavilionb,https://instagram.com/skylinepavilionb,4.7★,54,114 Park Avenue,Edinburgh,Scotland,EH20 596EF,GB,81.45,$500k - $2.0M,5-12,90/100,Strong local reputation (4.7★ across 54 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Skyline Pavilion Banqueting Hall vs other event venues in Edinburgh,"Hi,  I was researching event venues in Edinburgh and noticed that while Skyline Pavilion Banqueting Hall has a great reputation, other event venues in Edinburgh is currently capturing a significant sh...",READY (Approved)
LEAD-0509,Flour Power Bakery & Patisserie,Bakery,Ryan Lee,ryan@flourpowerbakerybirmingham.co.uk,+44 121 500 4196,SOCIAL,https://facebook.com/flourpowerbakery,https://facebook.com/flourpowerbakery,None,4.3★,211,130 Main Street,Birmingham,West Midlands,B5 609GH,GB,87.25,$200k - $550k,10-25,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Flour Power Bakery & Patisserie vs other bakerys in Birmingham,"Hi,  I was researching bakerys in Birmingham and noticed that while Flour Power Bakery & Patisserie has a great reputation, other bakerys in Birmingham is currently capturing a significant share of lo...",READY (Approved)
LEAD-0510,Titan Home Builders,Contractor,Lily Hall,info@titanhomebuildernewyork.com,+1 212 693 9858,MISSING,None (Missing),https://facebook.com/titanhomebuilder,None,4.7★,52,112 High Street,New York,New York,10006,US,81.35,$600k - $2.5M,5-12,90/100,Strong local reputation (4.7★ across 52 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Titan Home Builders vs other contractors in New York,"Hi,  I was researching contractors in New York and noticed that while Titan Home Builders has a great reputation, other contractors in New York is currently capturing a significant share of local Goog...",READY (Approved)
LEAD-0511,O'Sullivan's Veterinary,Veterinary,Hannah O'Sullivan,enquiries@osullivansveteriaustin.com,+1 512 848 9060,MISSING,None (Missing),https://facebook.com/osullivansveteri,None,4.7★,51,17 Bridge Street,Austin,Texas,78713,US,80.25,$450k - $1.3M,5-12,90/100,Strong local reputation (4.7★ across 51 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding O'Sullivan's Veterinary vs other veterinarys in Austin,"Hi,  I was researching veterinarys in Austin and noticed that while O'Sullivan's Veterinary has a great reputation, other veterinarys in Austin is currently capturing a significant share of local Goog...",READY (Approved)
LEAD-0512,Gentle Orthodontics,Dentist,Ava Anderson,info@gentleorthodontichicago.com,+1 312 497 2436,MISSING,None (Missing),https://facebook.com/gentleorthodonti,https://instagram.com/gentleorthodonti,4.9★,43,147 Broad Street,Chicago,Illinois,60605,US,82.85,$400k - $1.2M,5-12,90/100,Strong local reputation (4.9★ across 43 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Gentle Orthodontics vs other dentists in Chicago,"Hi,  I was researching dentists in Chicago and noticed that while Gentle Orthodontics has a great reputation, other dentists in Chicago is currently capturing a significant share of local Google Searc...",READY (Approved)
LEAD-0513,QuickFlow Plumbing Services,Plumber,Sean Martin,sean@quickflowplumbinmiami.com,+1 305 633 6237,SOCIAL,https://facebook.com/quickflowplumbin,https://facebook.com/quickflowplumbin,https://instagram.com/quickflowplumbin,4.8★,145,57 George's Street,Miami,Florida,33113,US,96.25,$250k - $750k,10-25,90/100,Strong local reputation (4.8★ across 145 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding QuickFlow Plumbing Services vs other plumbers in Miami,"Hi,  I was researching plumbers in Miami and noticed that while QuickFlow Plumbing Services has a great reputation, other plumbers in Miami is currently capturing a significant share of local Google S...",READY (Approved)
LEAD-0514,TrueGuard Roofing Solutions,Roofing,Olivia Anderson,hello@trueguardroofingseattle.com,+1 206 815 5643,MISSING,None (Missing),https://facebook.com/trueguardroofing,None,4.9★,38,80 Wellington Road,Seattle,Washington,98123,US,81.65,$500k - $1.5M,5-12,90/100,Strong local reputation (4.9★ across 38 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding TrueGuard Roofing Solutions vs other roofings in Seattle,"Hi,  I was researching roofings in Seattle and noticed that while TrueGuard Roofing Solutions has a great reputation, other roofings in Seattle is currently capturing a significant share of local Goog...",READY (Approved)
LEAD-0515,Spark Electrical Contractors,Electrician,Matthew Taylor,matthew@sparkelectricalcsydney.com.au,+61 2 260 6458,MISSING,None (Missing),None,None,4.4★,53,14 Market Square,Sydney,New South Wales,20016,AU,73.85,$300k - $800k,5-12,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Spark Electrical Contractors vs other electricians in Sydney,"Hi,  I was researching electricians in Sydney and noticed that while Spark Electrical Contractors has a great reputation, other electricians in Sydney is currently capturing a significant share of loc...",READY (Approved)
LEAD-0516,Gourmet Dining Room,Restaurant,Michael Murphy,contact@gourmetdiningroomelbourne.com.au,+61 3 632 8756,LIVE,https://www.gourmetdiningroomelbourne.com.au,https://facebook.com/gourmetdiningroo,https://instagram.com/gourmetdiningroo,4.7★,57,136 Oak Lane,Melbourne,Victoria,30010,AU,60.65,$400k - $1.5M,5-12,60/100,Strong local reputation (4.7★ across 57 Google reviews).,,Quick question regarding Gourmet Dining Room vs other restaurants in Melbourne,"Hi,  I was researching restaurants in Melbourne and noticed that while Gourmet Dining Room has a great reputation, other restaurants in Melbourne is currently capturing a significant share of local Go...",READY (Approved)
LEAD-0517,Wild Flour Coffee House,Cafe,Fiona Brown,info@wildflourcoffeehtoronto.ca,+1 416 926 5981,MISSING,None (Missing),https://facebook.com/wildflourcoffeeh,https://instagram.com/wildflourcoffeeh,4.7★,28,38 Church Road,Toronto,Ontario,M5V 7K923,CA,79.15,$200k - $600k,2-5,80/100,Strong local reputation (4.7★ across 28 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Wild Flour Coffee House vs other cafes in Toronto,"Hi,  I was researching cafes in Toronto and noticed that while Wild Flour Coffee House has a great reputation, other cafes in Toronto is currently capturing a significant share of local Google Search ...",READY (Approved)
LEAD-0518,Johnson's Salon,Salon,Joseph Johnson,joseph@johnsonssalonvancouver.ca,+1 604 895 3756,BROKEN,http://www.johnsonssalonvancouver.ca,https://facebook.com/johnsonssalon,https://instagram.com/johnsonssalon,4.4★,174,46 Main Street,Vancouver,British Columbia,V6B 4L627,CA,93.25,$200k - $500k,10-25,60/100,Direct phone contact established for rapid customer response.,,Quick question regarding Johnson's Salon vs other salons in Vancouver,"Hi,  I was researching salons in Vancouver and noticed that while Johnson's Salon has a great reputation, other salons in Vancouver is currently capturing a significant share of local Google Search tr...",READY (Approved)
LEAD-0519,Apex Fitness Club,Gym,James Rodriguez,info@apexfitnessclubauckland.co.nz,+64 9 446 7498,MISSING,None (Missing),https://facebook.com/apexfitnessclub,None,4.6★,38,23 Commercial Road,Auckland,Auckland,10121,NZ,80.65,$350k - $900k,5-12,90/100,Strong local reputation (4.6★ across 38 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Apex Fitness Club vs other gyms in Auckland,"Hi,  I was researching gyms in Auckland and noticed that while Apex Fitness Club has a great reputation, other gyms in Auckland is currently capturing a significant share of local Google Search traffi...",READY (Approved)
LEAD-0520,Sterling Legal Associates,Lawyer,Sean Williams,info@sterlinglegalassdublin.ie,+353 1 700 9351,MISSING,None (Missing),https://facebook.com/sterlinglegalass,None,4.7★,85,25 Market Square,Dublin,Leinster,D13 X595,IE,84.95,$600k - $2.5M,5-12,90/100,Strong local reputation (4.7★ across 85 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Sterling Legal Associates vs other lawyers in Dublin,"Hi,  I was researching lawyers in Dublin and noticed that while Sterling Legal Associates has a great reputation, other lawyers in Dublin is currently capturing a significant share of local Google Sea...",READY (Approved)
LEAD-0521,Sterling Accounting & Advisory,Accountant,Emma Johnson,enquiries@sterlingaccounticork.ie,+353 21 389 7640,SOCIAL,https://facebook.com/sterlingaccounti,https://facebook.com/sterlingaccounti,https://instagram.com/sterlingaccounti,4.6★,222,136 Merchant's Quay,Cork,Munster,T12 0003,IE,92.75,$400k - $1.2M,10-25,90/100,Strong local reputation (4.6★ across 222 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Sterling Accounting & Advisory vs other accountants in Cork,"Hi,  I was researching accountants in Cork and noticed that while Sterling Accounting & Advisory has a great reputation, other accountants in Cork is currently capturing a significant share of local G...",READY (Approved)
LEAD-0522,Precision Auto Motor Works,Car Repair,David Taylor,enquiries@precisionautomotgalway.ie,+353 91 911 3948,MISSING,None (Missing),https://facebook.com/precisionautomot,https://instagram.com/precisionautomot,4.3★,7,42 Grand Parade,Galway,Connacht,H91 0018,IE,74.75,$350k - $850k,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Precision Auto Motor Works vs other car repairs in Galway,"Hi,  I was researching car repairs in Galway and noticed that while Precision Auto Motor Works has a great reputation, other car repairs in Galway is currently capturing a significant share of local G...",READY (Approved)
LEAD-0523,Epic Photography Collective,Photographer,Ethan Robinson,ethan@epicphotographyclimerick.ie,+353 61 873 1001,MISSING,None (Missing),https://facebook.com/epicphotographyc,None,4.7★,65,137 Commercial Road,Limerick,Munster,V94 0005,IE,86.45,$150k - $400k,5-12,90/100,Strong local reputation (4.7★ across 65 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Epic Photography Collective vs other photographers in Limerick,"Hi,  I was researching photographers in Limerick and noticed that while Epic Photography Collective has a great reputation, other photographers in Limerick is currently capturing a significant share o...",READY (Approved)
LEAD-0524,Elysian Banqueting Hall,Event Venue,Ryan Brennan,info@elysianbanquetinwaterford.ie,+353 51 878 1732,MISSING,None (Missing),https://facebook.com/elysianbanquetin,https://instagram.com/elysianbanquetin,4.3★,38,142 Church Road,Waterford,Munster,X91 0019,IE,77.65,$500k - $2.0M,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Elysian Banqueting Hall vs other event venues in Waterford,"Hi,  I was researching event venues in Waterford and noticed that while Elysian Banqueting Hall has a great reputation, other event venues in Waterford is currently capturing a significant share of lo...",READY (Approved)
LEAD-0525,Lynch's Bakery,Bakery,Ciara Lynch,ciara@lynchsbakerybelfast.co.uk,+44 28 865 3675,MISSING,None (Missing),https://facebook.com/lynchsbakery,https://instagram.com/lynchsbakery,4.9★,37,138 Church Road,Belfast,Ulster,BT3 744AB,GB,78.15,$200k - $550k,5-12,90/100,Strong local reputation (4.9★ across 37 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Lynch's Bakery vs other bakerys in Belfast,"Hi,  I was researching bakerys in Belfast and noticed that while Lynch's Bakery has a great reputation, other bakerys in Belfast is currently capturing a significant share of local Google Search traff...",READY (Approved)
LEAD-0526,Pinnacle Building & Renovations,Contractor,Daniel Robinson,daniel@pinnaclebuildinglondon.co.uk,+44 20 357 6183,LIVE,https://www.pinnaclebuildinglondon.co.uk,https://facebook.com/pinnaclebuilding,https://instagram.com/pinnaclebuilding,4.3★,144,64 Grand Parade,London,Greater London,EC9A 227AA,GB,63.25,$600k - $2.5M,10-25,60/100,Direct phone contact established for rapid customer response.,,Quick question regarding Pinnacle Building & Renovations vs other contractors in London,"Hi,  I was researching contractors in London and noticed that while Pinnacle Building & Renovations has a great reputation, other contractors in London is currently capturing a significant share of lo...",READY (Approved)
LEAD-0527,Compassion Pet Care Center,Veterinary,Ciara Garcia,contact@compassionpetcarmanchester.co.uk,+44 161 996 5476,MISSING,None (Missing),None,https://instagram.com/compassionpetcar,4.3★,18,57 Station Road,Manchester,Greater Manchester,M4 901CD,GB,75.65,$450k - $1.3M,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Compassion Pet Care Center vs other veterinarys in Manchester,"Hi,  I was researching veterinarys in Manchester and noticed that while Compassion Pet Care Center has a great reputation, other veterinarys in Manchester is currently capturing a significant share of...",READY (Approved)
LEAD-0528,Elite Dental Care,Dentist,Ethan Quinn,enquiries@elitedentalcareedinburgh.co.uk,+44 131 557 5620,MISSING,None (Missing),https://facebook.com/elitedentalcare,None,4.6★,71,100 Market Square,Edinburgh,Scotland,EH12 925EF,GB,84.25,$400k - $1.2M,5-12,90/100,Strong local reputation (4.6★ across 71 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Elite Dental Care vs other dentists in Edinburgh,"Hi,  I was researching dentists in Edinburgh and noticed that while Elite Dental Care has a great reputation, other dentists in Edinburgh is currently capturing a significant share of local Google Sea...",READY (Approved)
LEAD-0529,BlueLine Plumbing Services,Plumber,Grace O'Sullivan,contact@bluelineplumbingbirmingham.co.uk,+44 121 209 9414,SOCIAL,https://facebook.com/bluelineplumbing,https://facebook.com/bluelineplumbing,https://instagram.com/bluelineplumbing,4.7★,102,69 Main Street,Birmingham,West Midlands,B24 754GH,GB,91.75,$250k - $750k,10-25,90/100,Strong local reputation (4.7★ across 102 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding BlueLine Plumbing Services vs other plumbers in Birmingham,"Hi,  I was researching plumbers in Birmingham and noticed that while BlueLine Plumbing Services has a great reputation, other plumbers in Birmingham is currently capturing a significant share of local...",READY (Approved)
LEAD-0530,TrueGuard Roofing Specialists,Roofing,William Lewis,william@trueguardroofingnewyork.com,+1 212 562 8678,MISSING,None (Missing),https://facebook.com/trueguardroofing,https://instagram.com/trueguardroofing,4.9★,14,59 Oak Lane,New York,New York,10021,US,84.25,$500k - $1.5M,2-5,80/100,Strong local reputation (4.9★ across 14 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding TrueGuard Roofing Specialists vs other roofings in New York,"Hi,  I was researching roofings in New York and noticed that while TrueGuard Roofing Specialists has a great reputation, other roofings in New York is currently capturing a significant share of local ...",READY (Approved)
LEAD-0531,Current Electrical Services,Electrician,Marcus Smith,hello@currentelectricaaustin.com,+1 512 295 3705,MISSING,None (Missing),https://facebook.com/currentelectrica,https://instagram.com/currentelectrica,4.5★,20,3 Castle Street,Austin,Texas,78722,US,78.75,$300k - $800k,2-5,80/100,Strong local reputation (4.5★ across 20 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Current Electrical Services vs other electricians in Austin,"Hi,  I was researching electricians in Austin and noticed that while Current Electrical Services has a great reputation, other electricians in Austin is currently capturing a significant share of loca...",READY (Approved)
LEAD-0532,Williams's Restaurant,Restaurant,Samuel Williams,enquiries@williamssrestaurchicago.com,+1 312 394 1119,SOCIAL,https://facebook.com/williamssrestaur,https://facebook.com/williamssrestaur,https://instagram.com/williamssrestaur,4.7★,51,136 Main Street,Chicago,Illinois,60620,US,91.25,$400k - $1.5M,5-12,90/100,Strong local reputation (4.7★ across 51 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Williams's Restaurant vs other restaurants in Chicago,"Hi,  I was researching restaurants in Chicago and noticed that while Williams's Restaurant has a great reputation, other restaurants in Chicago is currently capturing a significant share of local Goog...",READY (Approved)
LEAD-0533,Velvet Bean Specialty Coffee,Cafe,Mia Anderson,contact@velvetbeanspeciamiami.com,+1 305 336 9416,MISSING,None (Missing),https://facebook.com/velvetbeanspecia,https://instagram.com/velvetbeanspecia,4.4★,18,87 Park Avenue,Miami,Florida,33118,US,75.65,$200k - $600k,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Velvet Bean Specialty Coffee vs other cafes in Miami,"Hi,  I was researching cafes in Miami and noticed that while Velvet Bean Specialty Coffee has a great reputation, other cafes in Miami is currently capturing a significant share of local Google Search...",READY (Approved)
LEAD-0534,Luxe Hair Designers,Salon,Hannah Taylor,hello@luxehairdesignerseattle.com,+1 206 512 9446,SOCIAL,https://facebook.com/luxehairdesigner,https://facebook.com/luxehairdesigner,https://instagram.com/luxehairdesigner,4.5★,165,125 Main Street,Seattle,Washington,98112,US,93.75,$200k - $500k,10-25,90/100,Strong local reputation (4.5★ across 165 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Luxe Hair Designers vs other salons in Seattle,"Hi,  I was researching salons in Seattle and noticed that while Luxe Hair Designers has a great reputation, other salons in Seattle is currently capturing a significant share of local Google Search tr...",READY (Approved)
LEAD-0535,Titan Training Facility,Gym,Fiona O'Connor,fiona@titantrainingfacsydney.com.au,+61 2 563 1145,MISSING,None (Missing),https://facebook.com/titantrainingfac,https://instagram.com/titantrainingfac,4.4★,35,32 Merchant's Quay,Sydney,New South Wales,2001,AU,82.05,$350k - $900k,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Titan Training Facility vs other gyms in Sydney,"Hi,  I was researching gyms in Sydney and noticed that while Titan Training Facility has a great reputation, other gyms in Sydney is currently capturing a significant share of local Google Search traf...",READY (Approved)
LEAD-0536,Mercer & Co Law Chambers,Lawyer,Ethan Robinson,enquiries@mercercolawchambmelbourne.com.au,+61 3 475 2780,LIVE,https://www.mercercolawchambmelbourne.com.au,https://facebook.com/mercercolawchamb,https://instagram.com/mercercolawchamb,4.5★,9,36 Broad Street,Melbourne,Victoria,30024,AU,58.75,$600k - $2.5M,2-5,50/100,Direct phone contact established for rapid customer response.,,Quick question regarding Mercer & Co Law Chambers vs other lawyers in Melbourne,"Hi,  I was researching lawyers in Melbourne and noticed that while Mercer & Co Law Chambers has a great reputation, other lawyers in Melbourne is currently capturing a significant share of local Googl...",READY (Approved)
LEAD-0537,Prime Tax & Wealth Advisors,Accountant,Daniel Williams,info@primetaxwealthadtoronto.ca,+1 416 336 7464,MISSING,None (Missing),https://facebook.com/primetaxwealthad,https://instagram.com/primetaxwealthad,4.5★,73,69 George's Street,Toronto,Ontario,M5V 14K600,CA,82.35,$400k - $1.2M,5-12,90/100,Strong local reputation (4.5★ across 73 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Prime Tax & Wealth Advisors vs other accountants in Toronto,"Hi,  I was researching accountants in Toronto and noticed that while Prime Tax & Wealth Advisors has a great reputation, other accountants in Toronto is currently capturing a significant share of loca...",READY (Approved)
LEAD-0538,ProDrive Auto Care Center,Car Repair,Emma Thompson,hello@prodriveautocarevancouver.ca,+1 604 312 2767,SOCIAL,https://facebook.com/prodriveautocare,https://facebook.com/prodriveautocare,https://instagram.com/prodriveautocare,4.5★,95,61 Main Street,Vancouver,British Columbia,V6B 22L949,CA,91.55,$350k - $850k,5-12,90/100,Strong local reputation (4.5★ across 95 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding ProDrive Auto Care Center vs other car repairs in Vancouver,"Hi,  I was researching car repairs in Vancouver and noticed that while ProDrive Auto Care Center has a great reputation, other car repairs in Vancouver is currently capturing a significant share of lo...",READY (Approved)
LEAD-0539,Lee's Photographer,Photographer,Sean Lee,contact@leesphotographerauckland.co.nz,+64 9 697 2353,SOCIAL,https://facebook.com/leesphotographer,https://facebook.com/leesphotographer,https://instagram.com/leesphotographer,4.9★,75,64 Victoria Street,Auckland,Auckland,1014,NZ,91.55,$150k - $400k,5-12,90/100,Strong local reputation (4.9★ across 75 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Lee's Photographer vs other photographers in Auckland,"Hi,  I was researching photographers in Auckland and noticed that while Lee's Photographer has a great reputation, other photographers in Auckland is currently capturing a significant share of local G...",READY (Approved)
LEAD-0540,The Barn Events & Weddings,Event Venue,Ava Wilson,enquiries@thebarneventsweddublin.ie,+353 1 825 3968,MISSING,None (Missing),None,None,4.5★,21,103 Main Street,Dublin,Leinster,D09 X296,IE,71.85,$500k - $2.0M,2-5,70/100,Strong local reputation (4.5★ across 21 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding The Barn Events & Weddings vs other event venues in Dublin,"Hi,  I was researching event venues in Dublin and noticed that while The Barn Events & Weddings has a great reputation, other event venues in Dublin is currently capturing a significant share of local...",READY (Approved)
LEAD-0541,Cinnamon & Co Artisan Bakery,Bakery,Patrick Byrne,enquiries@cinnamoncoartisacork.ie,+353 21 513 4791,MISSING,None (Missing),https://facebook.com/cinnamoncoartisa,https://instagram.com/cinnamoncoartisa,4.7★,47,29 Victoria Street,Cork,Munster,T12 0012,IE,74.15,$200k - $550k,5-12,90/100,Strong local reputation (4.7★ across 47 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Cinnamon & Co Artisan Bakery vs other bakerys in Cork,"Hi,  I was researching bakerys in Cork and noticed that while Cinnamon & Co Artisan Bakery has a great reputation, other bakerys in Cork is currently capturing a significant share of local Google Sear...",READY (Approved)
LEAD-0542,Cornerstone General Contracting,Contractor,Aoife Davis,info@cornerstonegenergalway.ie,+353 91 876 6269,MISSING,None (Missing),https://facebook.com/cornerstonegener,None,4.3★,17,126 Broad Street,Galway,Connacht,H91 0011,IE,76.55,$600k - $2.5M,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Cornerstone General Contracting vs other contractors in Galway,"Hi,  I was researching contractors in Galway and noticed that while Cornerstone General Contracting has a great reputation, other contractors in Galway is currently capturing a significant share of lo...",READY (Approved)
LEAD-0543,Meadow Pet Care Center,Veterinary,Lily Brown,contact@meadowpetcarecenlimerick.ie,+353 61 960 9664,SOCIAL,https://facebook.com/meadowpetcarecen,https://facebook.com/meadowpetcarecen,https://instagram.com/meadowpetcarecen,4.6★,198,23 George's Street,Limerick,Munster,V94 0005,IE,91.75,$450k - $1.3M,10-25,90/100,Strong local reputation (4.6★ across 198 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Meadow Pet Care Center vs other veterinarys in Limerick,"Hi,  I was researching veterinarys in Limerick and noticed that while Meadow Pet Care Center has a great reputation, other veterinarys in Limerick is currently capturing a significant share of local G...",READY (Approved)
LEAD-0544,Elite Dental Care,Dentist,Daniel Wilson,info@elitedentalcarewaterford.ie,+353 51 759 6618,MISSING,None (Missing),https://facebook.com/elitedentalcare,None,4.8★,35,33 Church Road,Waterford,Munster,X91 0014,IE,82.55,$400k - $1.2M,5-12,90/100,Strong local reputation (4.8★ across 35 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Elite Dental Care vs other dentists in Waterford,"Hi,  I was researching dentists in Waterford and noticed that while Elite Dental Care has a great reputation, other dentists in Waterford is currently capturing a significant share of local Google Sea...",READY (Approved)
LEAD-0545,Master Plumbing Solutions,Plumber,Lily Martinez,info@masterplumbingsobelfast.co.uk,+44 28 646 2109,MISSING,None (Missing),https://facebook.com/masterplumbingso,None,4.2★,75,71 King Street,Belfast,Ulster,BT10 146AB,GB,78.55,$250k - $750k,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Master Plumbing Solutions vs other plumbers in Belfast,"Hi,  I was researching plumbers in Belfast and noticed that while Master Plumbing Solutions has a great reputation, other plumbers in Belfast is currently capturing a significant share of local Google...",READY (Approved)
LEAD-0546,Rodriguez's Roofing,Roofing,Daniel Rodriguez,hello@rodriguezsroofinlondon.co.uk,+44 20 648 9344,MISSING,None (Missing),None,https://instagram.com/rodriguezsroofin,4.8★,4,41 Church Road,London,Greater London,EC19A 813AA,GB,79.75,$500k - $1.5M,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Rodriguez's Roofing vs other roofings in London,"Hi,  I was researching roofings in London and noticed that while Rodriguez's Roofing has a great reputation, other roofings in London is currently capturing a significant share of local Google Search ...",READY (Approved)
